State,County,Court
Texas,Tarrant,Lakeside Municipal Ct.
Texas,Tarrant,"Linda Bierman Davis, Precinct 2 Place 1"
Texas,Tarrant,"Manuel Tejeda Valdez, Precinct 5 Place 1"
Texas,Tarrant,North Richland Hills Municipal Ct.
Texas,Tarrant,Pantego Municipal Ct.
Texas,Tarrant,Pelican Bay Municipal Ct.
Texas,Tarrant,Richland Hills Municipal Ct.
Texas,Tarrant,River Oaks Municipal Ct.
Texas,Tarrant,"Russ Casey, Precinct 3 Place 1"
Texas,Tarrant,Saginaw Municipal Ct.
Texas,Tarrant,Sansom Park Municipal Ct.
Texas,Tarrant,"Sidney Thompson, Precinct 8 Place 1"
Texas,Tarrant,Southlake Municipal Court
Texas,Tarrant,Tom Corbin Precinct 7 Place 1
Texas,Tarrant,Watauga Municipal Ct.
Texas,Tarrant,Westworth Village Municipal Ct.
Texas,Tarrant,White Settlement Municipal Ct.
Texas,Taylor,"A.L. Deatherage, Precinct 1 Place 2"
Texas,Taylor,Abilene Municipal Ct.
Texas,Taylor,"Bryan Smith Justice Court, Precinct 1 Place 1"
Texas,Taylor,"David Pueschel, Precinct 3 Place 1"
Texas,Taylor,"Frank Cleveland, Precinct 4 Place 1"
Texas,Taylor,Merkel Municipal Ct.
Texas,Taylor,"Ronnie Doan, Precinct 2 Place 1"
Texas,Taylor,Tye Municipal Ct.
Texas,Terrell,Abbey Roberts Precinct 1 Place 1
Texas,Terrell,"Corina Castro, Precinct 2 Place 1"
Texas,Terry,Brownfield Municipal Ct.
Texas,Terry,Meadows Place Municipal Ct.
Texas,Terry,"Mike Bennett, Countywide"
Texas,Throckmorton,"Billy Ray Fowler, Countywide"
Texas,Titus,Kay Mc Nutt Precinct 1 Place 1
Texas,Titus,Mount Pleasant Municipal Ct.
Texas,Titus,"Paula Denice Dyke, Precinct 2 Place 1"
Texas,Titus,Winfield Municipal Ct.
Texas,Tom Green,"Benjamin E. (Eddie) Howard, Precinct 4 Place 1"
Texas,Tom Green,"Fred Buck, Precinct 3 Place 1"
Texas,Tom Green,"Jesse H Martinez, Precinct 1 Place 1"
Texas,Tom Green,"Russell Smith, Precinct 2 Place 1"
Texas,Tom Green,San Angelo Municipal Ct.
Texas,Travis,Austin Municipal Ct.
Texas,Travis,Austin-Downtown Community Municipal Ct.
Texas,Travis,"Barbara C. Bembry, Precinct 2 Place 1"
Texas,Travis,Briarcliff Municipal Ct.
Texas,Travis,"Herb Evans, Precinct 5 Place 1"
Texas,Travis,Jonestown Municipal Ct.
Texas,Travis,Judge Madison - Beecave Municipal Court
Texas,Travis,Lago Vista Municipal Ct.
Texas,Travis,Lakeway Municipal Ct.
Texas,Travis,Manor Municipal Ct.
Texas,Travis,Municipal Judge Alton B Laws
Texas,Travis,Mustang Ridge Municipal Ct.
Texas,Travis,Pflugerville Municipal Ct.
Texas,Travis,Point Venture Municipal Court
Texas,Travis,"Raul A Gonzalez, Precinct 4 Place 1"
Texas,Travis,"Richard Eley Scott, Precinct 1 Place 1"
Texas,Travis,Rollingwood Municipal Ct.
Texas,Travis,Sunset Valley Municipal Ct.
Texas,Travis,"Susan Steeg, Precinct 3 Place 1"
Texas,Travis,Village Of Bee Cave Municipal Court
Texas,Travis,West Lake Hills Municipal Ct.
Texas,Trinity,"Bobby R. Nichols, Precinct 3 Place 1"
Texas,Trinity,Groveton Municipal Ct.
Texas,Trinity,Randy Barrett Precinct 1 Place 1
Texas,Trinity,"Robert L. Stubblefield, Precinct 2 Place 1"
Texas,Trinity,"Sam Ollie Blair, Precinct 4 Place 1"
Texas,Trinity,Trinity Municipal Ct.
Texas,Tyler,"Bryan D. Weatherford, Precinct 1 Place 1"
Texas,Tyler,"Kozum E. Mott, Precinct 4 Place 1"
Texas,Tyler,"Milton Powers, Precinct 3 Place 1"
Texas,Tyler,"Stevan Matthew Sturrock, Precinct 2 Place 1"
Texas,Tyler,Woodville Municipal Ct.
Texas,Upshur,"Arnold Grimes, Precinct 1 Place 1"
Texas,Upshur,Big Sandy Municipal Ct.
Texas,Upshur,"Carolyn Jo Perry, Precinct 3 Place 1"
Texas,Upshur,East Mountain Municipal Ct.
Texas,Upshur,Gilmer Municipal Ct.
Texas,Upshur,"Lyle Potter, Precinct 2 Place 1"
Texas,Upshur,Ore City Municipal Ct.
Texas,Upshur,"William Valton Ray, Precinct 4 Place 1"
Texas,Upton,"Bill Eyler, Precinct 3 Place 1"
Texas,Upton,"Dorie Hord, Precinct 2 Place 1"
Texas,Upton,"John Kent Powell, Precinct 1 Place 1"
Texas,Upton,Mccamey Municipal Ct.
Texas,Upton,"Peggy S. Garner, Precinct 4 Place 1"
Texas,Uvalde,"Bill Schaefer, Precinct 3 Place 1"
Texas,Uvalde,"Ernesto (Neto) Luna, Jr., Precinct 6 Place 1"
Texas,Uvalde,"Mona D.L. Velasquez, Precinct 2 Place 1"
Texas,Uvalde,"Rodrigo T. Martinez, Precinct 4 Place 1"
Texas,Uvalde,Sabinal Municipal Ct.
Texas,Uvalde,"Steven Thomas Kennedy, Precinct 1 Place 1"
Texas,Uvalde,Uvalde Municipal Ct.
Texas,Val Verde,Del Rio Municipal Ct.
Texas,Val Verde,"Felix R. Barrera, Precinct 1 Place 1"
Texas,Val Verde,"Fred Richard Brockwell, Precinct 3 Place 1"
Texas,Val Verde,"Joey M. Gonzales, Precinct 2 Place 1"
Texas,Val Verde,"Virgilio Luna, Precinct 4 Place 1"
Texas,Van Zandt,Canton Municipal Ct.
Texas,Van Zandt,"Don Kirkpatrick, Precinct 1 Place 1"
Texas,Van Zandt,Edgewood Municipal Ct.
Texas,Van Zandt,Grand Saline Municipal Ct.
Texas,Van Zandt,"Ronnie Daniels J.P., Precinct 2 Place 1"
Texas,Van Zandt,"Scott Shinn, Precinct 4 Place 1"
Texas,Van Zandt,Van Municipal Ct.
Texas,Van Zandt,"W. Ozelle Wilcoxson, Precinct 3 Place 1"
Texas,Van Zandt,Wills Point Municipal Ct.
Texas,Victoria,"Annie Ramos, Precinct 1"
Texas,Victoria,"Henery A Welfel Jr, Precinct 4"
Texas,Victoria,"Robert B. Whitaker, Precinct 3"
Texas,Victoria,"Stuart Posey, Precinct 2"
Texas,Victoria,Victoria Municipal Ct.
Texas,Walker,Huntsville Municipal Ct.
Texas,Walker,"James F. Mature, Precinct 4 Place 1"
Texas,Walker,"Janie Hartnett Farris, Precinct 1 Place 1"
Texas,Walker,"Lloyd Neal Roark, Precinct 3 Place 1"
Texas,Walker,"Richard B Duncan, Precinct 2 Place 1"
Texas,Waller,Brookshire Municipal Ct.
Texas,Waller,"Charles John Karisch, Precinct 1 Place 1"
Texas,Waller,"Delores J. Hargrave, Precinct 2 Place 1"
Texas,Waller,"Dwayne Charleston, Precinct 3 Place 1"
Texas,Waller,Hempstead Municipal Ct.
Texas,Waller,Prairie View Municipal Ct.
Texas,Waller,"Ted Krenek, Precinct 4 Place 1"
Texas,Waller,Waller Municipal Ct.
Texas,Ward,"Elizabeth Polanco, Precinct 2 Place 1"
Texas,Ward,Monahans Municipal Ct.
Texas,Ward,"Pascual G. Olibas, Precinct 1 Place 1"
Texas,Ward,Thorntonville Municipal Ct.
Texas,Ward,Wickett Municipal Ct.
Texas,Washington,Brenham Municipal Ct.
Texas,Washington,Burton Municipal Ct.
Texas,Washington,"Douglas Frank Cone, Precinct 2 Place 1"
Texas,Washington,"Douglas Zwiener, Precinct 1 Place 1"
Texas,Washington,"James Dokes Mccune, Jr., Precinct 4 Place 1"
Texas,Washington,"Roy May, Jr, Precinct 3 Place 1"
Texas,Webb,"Alfredo Garcia, Jr., Precinct 3 Place 1"
Texas,Webb,"Danny Valdez, Precinct 1 Place 2"
Texas,Webb,"Hector Javier Liendo, Precinct 1 Place 1"
Texas,Webb,Laredo Municipal Ct.
Texas,Webb,Margarita Rosales Jp
Texas,Webb,"Oscar O. Martinez, Precinct 4 Place 1"
Texas,Webb,"Ricardo Rangel, Precint 2 Place 2"
Texas,Webb,"Santos Benavides, Precinct 2 Place 1"
Texas,Wharton,"Cynthia L. Kubicek, Precinct 2"
Texas,Wharton,"D R Korenek, Precinct 3"
Texas,Wharton,El Campo Municipal Ct.
Texas,Wharton,"Jeanette M. Krenek, Precinct 1"
Texas,Wharton,"Tim Joe Drapela, Precinct 4"
Texas,Wharton,Wharton Municipal Ct.
Texas,Wheeler,"Arthur Ray Taylor, Precinct 2"
Texas,Wheeler,"Brady Meadows, Precinct 1"
Texas,Wheeler,Shamrock Municipal Ct.
Texas,Wheeler,Wheeler Municipal Ct.
Texas,Wichita,Burkburnett Municipal Ct.
Texas,Wichita,Electra Municipal Ct.
Texas,Wichita,Iowa Park Municipal Ct.
Texas,Wichita,"Janice Ralston Sons, Precinct 1 Place 1"
Texas,Wichita,"Karen Hamilton, Jp, Precinct 4 Place 1"
Texas,Wichita,"Marc H. Newman, Precinct 3 Place 1"
Texas,Wichita,"Michael Ron Little, Precinct 1 Place 2"
Texas,Wichita,"Nancy L. Viavattene, Precinct 2 Place 1"
Texas,Wichita,Wichita Falls Municipal Ct.
Texas,Wilbarger,"Gene Morton, Precinct 1 Place 1"
Texas,Wilbarger,"Lewis Templeton, Precinct 2 Place 1"
Texas,Wilbarger,Vernon Municipal Ct.
Texas,Willacy,"Juan Salinas, Precinct 4 Place 1"
Texas,Willacy,"Juan Silva, Precinct 3 Place 1"
Texas,Willacy,"Judge George Solis, Precinct 2"
Texas,Willacy,Lyford Municipal Ct.
Texas,Willacy,Raymondville Municipal Ct.
Texas,Willacy,"Richard H. Solis, Precinct 1 Place 1"
Texas,Willacy,"Rudy Cantu, Precinct 5 Place 1"
Texas,Williamson,Cedar Park Municipal Ct.
Texas,Williamson,City Of Jarell Municipal Ct
Texas,Williamson,"Dain Johnson, Precinct 1 Place 1"
Texas,Williamson,"Edna M. Staudt, Precinct 2 Place 1"
Texas,Williamson,Florence Municipal Ct.
Texas,Williamson,Georgetown Municipal Ct.
Texas,Williamson,Granger Municipal Ct.
Texas,Williamson,Hutto Municipal Ct.
Texas,Williamson,Judge Suzanne Brooks
Texas,Williamson,"Judy Schier Hobbs, Precinct 4 Place 1"
Texas,Williamson,Leander Municipal Ct.
Texas,Williamson,Liberty Hill Municipal Court
Texas,Williamson,Round Rock Municipal Ct.
Texas,Williamson,"Steve Benton, Precinct 3 Place 1"
Texas,Williamson,Taylor Municipal Ct.
Texas,Williamson,Thrall Municipal Ct.
Texas,Wilson,"Emilio V. Flores, Precinct 1 Place 1"
Texas,Wilson,Floresville Municipal Ct.
Texas,Wilson,"Jim Burdette, Precinct 3 Place 1"
Texas,Wilson,"Jo Ann Brannan, Precinct 2 Place 1"
Texas,Wilson,La Vernia Municipal Ct.
Texas,Wilson,Poth Municipal Ct.
Texas,Wilson,"Richard L. Jackson, Precinct 4 Place 1"
Texas,Wilson,Stockdale Municipal Ct.
Texas,Winkler,"Glenda Joyce Mixon, Precinct 2 Place 1"
Texas,Winkler,Kermit Municipal Ct.
Texas,Winkler,"Sharon Delynn Trammell, Precinct 1 Place 1"
Texas,Winkler,Wink Municipal Ct.
Texas,Wise,Alvord Municipal Ct.
Texas,Wise,Aurora Municipal Court
Texas,Wise,Boyd Municipal Ct.
Texas,Wise,Bridgeport Municipal Ct.
Texas,Wise,Chico Municipal Ct.
Texas,Wise,"Clay Poynor, Precinct 4 Place 1"
Texas,Wise,Decatur Municipal Ct.
Texas,Wise,"Jan Morrow, Precinct 1 Place 1"
Texas,Wise,Lake Bridgeport Municipal Ct.
Texas,Wise,"Mark Autry, Precinct 3 Place 1"
Texas,Wise,New Fairview Municipal Ct.
Texas,Wise,Newark Municipal Ct.
Texas,Wise,Rhome Municipal Ct.
Texas,Wise,Runaway Bay Municipal Ct.
Texas,Wise,"Terri Johnson, Precinct 2 Place 1"
Texas,Wood,"Alice Ann Tomerlin, Precinct 1"
Texas,Wood,"Cindy S. Weems, Precinct 4"
Texas,Wood,Hawkins Municipal Ct.
Texas,Wood,"Larry David Pack, Precinct 3"
Texas,Wood,Mineola Municipal Ct.
Texas,Wood,Quitman Municipal Ct.
Texas,Wood,Winnsboro Municipal Ct.
Texas,Yoakum,Denver City Municipal Ct.
Texas,Yoakum,"Melba J. Crutcher, Precinct 1 Place 1"
Texas,Yoakum,"Troy Mac Scott, Precinct 2 Place 1"
Texas,Young,Graham Municipal Ct.
Texas,Young,"James C. Ross, Precinct 1 Place 1"
Texas,Young,Olney Municipal Ct.
Texas,Young,"Stan Glenn Mahler, Precinct 3 Place 1"
Texas,Zapata,"Gabriel Villarreal, Precinct 2 Place 1"
Texas,Zapata,"Jose A. Ramos, Precinct 1 Place 1"
Texas,Zapata,"Jose Clemente Gutierrez, Precinct 4 Place 1"
Texas,Zapata,"Juan Antonio Guevara, Precinct 3 Place 1"
Texas,Zavala,Crystal City Municipal Ct.
Texas,Zavala,"Daogberto (Robert) Correa, Precinct 1 Place 1"
Texas,Zavala,"Josie G. Espinosa, Precinct 2 Place 1"
Texas,Zavala,"Pilo Vasquez, Precinct 3 Place 5"
Texas,Zavala,"Rosa Quijano, Precinct 4 Place 1"
Virginia,State of Virginia,Accomack
Virginia,State of Virginia,Albemarle
Virginia,State of Virginia,Alexandria
Virginia,State of Virginia,Alleghany
Virginia,State of Virginia,Amelia
Virginia,State of Virginia,Amherst
Virginia,State of Virginia,Appomattox
Virginia,State of Virginia,Arlington
Virginia,State of Virginia,Augusta
Virginia,State of Virginia,Bath
Virginia,State of Virginia,Bedford
Virginia,State of Virginia,Bland
Virginia,State of Virginia,Botetourt
Virginia,State of Virginia,Bristol
Virginia,State of Virginia,Brunswick
Virginia,State of Virginia,Buena Vista
Virginia,State of Virginia,Campbell
Virginia,State of Virginia,Caroline
Virginia,State of Virginia,Carroll
Virginia,State of Virginia,Charles City
Virginia,State of Virginia,Charlotte Courthouse
Virginia,State of Virginia,Charlottesville
Virginia,State of Virginia,Chesapeake
Virginia,State of Virginia,Chesterfield
Virginia,State of Virginia,Clarke
Virginia,State of Virginia,Clifton Forge
Virginia,State of Virginia,Colonial Heights
Virginia,State of Virginia,Craig
Virginia,State of Virginia,Culpeper
Virginia,State of Virginia,Cumberland
Virginia,State of Virginia,Danville City
Virginia,State of Virginia,Dickenson
Virginia,State of Virginia,Dinwiddie
Virginia,State of Virginia,Emporia
Virginia,State of Virginia,Essex
Virginia,State of Virginia,Fairfax City
Virginia,State of Virginia,Fairfax County
Virginia,State of Virginia,Falls Church
Virginia,State of Virginia,Fauquier
Virginia,State of Virginia,Floyd
Virginia,State of Virginia,Fluvanna
Virginia,State of Virginia,Franklin City
Virginia,State of Virginia,Franklin County
Virginia,State of Virginia,Fredericksburg
Virginia,State of Virginia,Fredrick / Winchester
Virginia,State of Virginia,Galax
Virginia,State of Virginia,Giles
Virginia,State of Virginia,Gloucester
Virginia,State of Virginia,Goochland
Virginia,State of Virginia,Grayson
Virginia,State of Virginia,Greene
Virginia,State of Virginia,Greensville
Virginia,State of Virginia,Halifax
Virginia,State of Virginia,Hampton
Virginia,State of Virginia,Hanover
Virginia,State of Virginia,Harrisonburg / Rockingham
Virginia,State of Virginia,Henrico
Virginia,State of Virginia,Henry
Virginia,State of Virginia,Herndon
Virginia,State of Virginia,Highland
Virginia,State of Virginia,Hopewell
Virginia,State of Virginia,Isle of Wight
Virginia,State of Virginia,King and Queen
Virginia,State of Virginia,King George
Virginia,State of Virginia,King William
Virginia,State of Virginia,Lancaster
Virginia,State of Virginia,Lee
Virginia,State of Virginia,Lexington / Rockbridge
Virginia,State of Virginia,Loudoun
Virginia,State of Virginia,Louisa
Virginia,State of Virginia,Lunenburg
Virginia,State of Virginia,Lynchburg
Virginia,State of Virginia,Madison
Virginia,State of Virginia,Martinsville
Virginia,State of Virginia,Mathews
Virginia,State of Virginia,Mecklenburg
Virginia,State of Virginia,Middlesex / Mathews
Virginia,State of Virginia,Montgomery
Virginia,State of Virginia,Nelson
Virginia,State of Virginia,New Kent
Virginia,State of Virginia,Newport-News-Traffic
Virginia,State of Virginia,Norfolk
Virginia,State of Virginia,Northampton
Virginia,State of Virginia,Northumberland
Virginia,State of Virginia,Nottoway
Virginia,State of Virginia,Orange
Virginia,State of Virginia,Page
Virginia,State of Virginia,Patrick
Virginia,State of Virginia,Petersburg
Virginia,State of Virginia,Pittsylvania
Virginia,State of Virginia,Portsmouth
Virginia,State of Virginia,Powhatan
Virginia,State of Virginia,Prince Edward
Virginia,State of Virginia,Prince George
Virginia,State of Virginia,Prince William
Virginia,State of Virginia,Pulaski
Virginia,State of Virginia,Radford
Virginia,State of Virginia,Rappahannock
Virginia,State of Virginia,Richmond - Traffic
Virginia,State of Virginia,Richmond County
Virginia,State of Virginia,Richmond Manchester
Virginia,State of Virginia,Roanoke City
Virginia,State of Virginia,Roanoke County
Virginia,State of Virginia,Russell
Virginia,State of Virginia,Salem
Virginia,State of Virginia,Scott
Virginia,State of Virginia,Shenandoah
Virginia,State of Virginia,Smyth
Virginia,State of Virginia,Southampton
Virginia,State of Virginia,Spotsylvania
Virginia,State of Virginia,Stafford General District Court
Virginia,State of Virginia,Staunton
Virginia,State of Virginia,Suffolk
Virginia,State of Virginia,Surry
Virginia,State of Virginia,Sussex
Virginia,State of Virginia,Tazewell
Virginia,State of Virginia,Vienna
Virginia,State of Virginia,Virginia Beach
Virginia,State of Virginia,Warren
Virginia,State of Virginia,Washington
Virginia,State of Virginia,Waynesboro
Virginia,State of Virginia,Westmoreland
Virginia,State of Virginia,Williamsburg / James City County
Virginia,State of Virginia,Wise / Norton
Virginia,State of Virginia,Wythe
Virginia,State of Virginia,York
Washington,Adams,Adams County District Court - Othello
Washington,Adams,Adams County District Court - Ritzville
Washington,Adams,Adams County Superior Court
Washington,Asotin,Asotin County District Court
Washington,Asotin,Asotin County Superior Court
Washington,Benton,Benton County District Court
Washington,Benton,Benton County Superior Court
Washington,Chelan,Chelan County District Court
Washington,Chelan,Chelan County Superior Court
Washington,Chelan,Chelan District Court
Washington,Chelan,Wenatchee Violations Bureau
Washington,Clallam,Clallam County District Court I
Washington,Clallam,Clallam County District Court II
Washington,Clallam,Clallam County Superior Court
Washington,Clark,Battle Ground Municipal Court
Washington,Clark,Camas- Washougal Municipal Court
Washington,Clark,Clark County District Court
Washington,Clark,Clark County Superior Court
Washington,Clark,Clark District Court
Washington,Clark,Vancouver Violations Bureau
Washington,Columbia,Columbia County District Court
Washington,Columbia,Columbia County Superior Court
Washington,Cowlitz,Cowlitz County District Court
Washington,Cowlitz,Cowlitz County Superior Court
Washington,Douglas,Douglas County District Court - Bridgeport Branch
Washington,Douglas,Douglas County Superior Court
Washington,Douglas,Douglas District Court
Washington,Douglas,East Wenatchee Municipal Court
Washington,Ferry,Ferry County District Court
Washington,Ferry,Ferry County Superior Court
Washington,Franklin,Connell Municipal Court
Washington,Franklin,Franklin County District Court
Washington,Franklin,Franklin County Superior Court
Washington,Franklin,Pasco Municipal Court
Washington,Garfield,Garfield County District Court
Washington,Garfield,Garfield County Superior Court
Washington,Grant,Coulee City Municipal Court
Washington,Grant,Electric City Municipal Court
Washington,Grant,Ephrata Municipal Court
Washington,Grant,George Municipal Court
Washington,Grant,Grand Coulee Municipal Court
Washington,Grant,Grant County District Court - Ephrata
Washington,Grant,Grant County District Court - Moses Lake
Washington,Grant,Grant County Superior Court
Washington,Grant,Mattawa Municipal Court
Washington,Grant,Moses Lake Municipal Court
Washington,Grant,Quincy Municipal Court
Washington,Grant,Royal City Municipal Court
Washington,Grant,Soap Lake Municipal Court
Washington,Grant,Warden Municipal Court
Washington,Grays Harbor,Aberdeen Municipal Court
Washington,Grays Harbor,Cosmopolis Municipal Court
Washington,Grays Harbor,Elma Municipal Court
Washington,Grays Harbor,Grays Harbor County District Court - Aberdeen Office
Washington,Grays Harbor,Grays Harbor County District Court - Montesano
Washington,Grays Harbor,Hoquiam Municipal Court
Washington,Grays Harbor,McCleary Municipal Court
Washington,Grays Harbor,Montesano Municipal Court
Washington,Grays Harbor,Oakville Municipal Court
Washington,Grays Harbor,Ocean Shores Municipal Court
Washington,Grays Harbor,Westport Municipal Court
Washington,Island,Island County District Court
Washington,Island,Island County Superior Court
Washington,Jefferson,Jefferson County District Court
Washington,Jefferson,Jefferson County Superior Court
Washington,King,Auburn Municipal Court
Washington,King,Black Diamond Municipal Court
Washington,King,Bothel Municipal Court
Washington,King,Des Moines Municipal Court
Washington,King,Enumclaw Municipal Court
Washington,King,Federal Way
Washington,King,Federal Way Municipal Court
Washington,King,Issaquah Municipal Court
Washington,King,Kent Municipal Court
Washington,King,King County District Court East Division - Bellevue
Washington,King,King County District Court East Division - Issaquah
Washington,King,King County District Court East Division - Redmond
Washington,King,King County District Court East Division - Seattle
Washington,King,King County District Court East Division - Shoreline
Washington,King,King County District Court South Division - Burien
Washington,King,King County District Court South Division - Jail Department
Washington,King,King County District Court South Division - Kent Courthouse
Washington,King,King County District Court South Division - Regional Justice Center
Washington,King,King County District Court West Division
Washington,King,Kirkland Municipal Court
Washington,King,Lake Forest Park Municipal Court
Washington,King,Maple Valley Municipal Court
Washington,King,Mercer Island Municipal Court
Washington,King,North Bend Violations Bureau
Washington,King,Pacific Municipal Court
Washington,King,Renton Municipal Court
Washington,King,SeaTac Municipal Court
Washington,King,Seattle Municipal Court
Washington,King,Tukwila Municipal Court
Washington,Kitsap,Bainbridge Island Municipal Court
Washington,Kitsap,Bremerton Municipal Court
Washington,Kitsap,Kitsap County District Court - Port Orchard
Washington,Kitsap,Kitsap County District Court - Silverdale Branch
Washington,Kitsap,Port Orchard Municipal Court
Washington,Kitsap,Poulsbo Municipal Court
Washington,Kittitas,Cle Elum Municipal Court
Washington,Kittitas,Kittitas County Superior Court
Washington,Kittitas,Kittitas Municipal Court
Washington,Kittitas,Lower Kittitas County District Court
Washington,Kittitas,Roslyn Municipal Court
Washington,Kittitas,Upper Kittitas County District Court
Washington,Klickitat,East Klickitat County District Court
Washington,Klickitat,Klickitat County Superior Court
Washington,Klickitat,West Klickitat County District Court
Washington,Lewis,Centralia Municipal Court
Washington,Lewis,Chehalis Municipal Court
Washington,Lewis,Lewis County District Court
Washington,Lewis,Lewis County Superior Court
Washington,Lewis,Morton Violations Bureau
Washington,Lewis,Mossyrock Violation Bureau
Washington,Lewis,Napavine Municipal Court
Washington,Lewis,Pe Ell Violations Bureau
Washington,Lewis,Toledo Violations Bureau
Washington,Lewis,Vader Municipal Court
Washington,Lewis,Winlock Municipal Court
Washington,Lincoln,Lincoln County District Court
Washington,Lincoln,Lincoln County Superior Court
Washington,Mason,Mason County District Court
Washington,Mason,Mason County Superior Court
Washington,Mason,Shelton Municipal Court
Washington,Okanogan,Brewster Municipal Court
Washington,Okanogan,Elmer City Municipal Court
Washington,Okanogan,Okanogan County District Court
Washington,Okanogan,Okanogan County Superior Court
Washington,Okanogan,Omak Municipal Court
Washington,Okanogan,Tonasket Municipal Court
Washington,Okanogan,Winthrop Municipal Court
Washington,Pacific,Ilwaco Municipal Court
Washington,Pacific,Long Beach Municipal Court
Washington,Pacific,Pacific County North District Court
Washington,Pacific,Pacific County South District Court
Washington,Pacific,Pacific County Superior Court
Washington,Pacific,Raymond Municipal Court
Washington,Pacific,South Bend Municipal Court
Washington,Pend Oreille,Pend Oreille County District Court
Washington,Pend Oreille,Pend Oreille County Superior Court
Washington,Pierce,Bonney Lake Municipal Court
